name,text
Virat Kohli,6 years and wishing you many more. 🎉 Happy Anniversary to the fans and the management of @FCGoaOfficial. #ForcaGoa #6YearsOfFCG
Virat Kohli,Congratulations @jimmy9 for this outstanding achievement of 600 wickets. Definitely one of the best bowlers I've faced.
Virat Kohli,Minions and a view. Can't be wrogn 😉😃 https://t.co/yxd7ga2J5X
Virat Kohli,Congratulations @ImIshant and @ImRo45 for your respective Arjuna and Khel Ratna Awards 👏 and to @Deepti_Sharma06 fo… https://t.co/uPHpjpVNsW
Virat Kohli,May Lord Ganesha protect us in these difficult moments. 🙏 Wishing you a Happy Ganesh Chaturthi. Stay safe and have… https://t.co/MlK4YsjRPx
Virat Kohli,Hello Dubai 😁🕘👀
Virat Kohli,https://t.co/z50e9mOxXK
Virat Kohli,"Guys, the Wrogn x Minions collection is here and it’s #PHENOMINION! 👌

Don’t believe me? 
Check it out for yourselv… https://t.co/vvuUyJAvBT"
Virat Kohli,Ready. Let's Go!! 👊 @one8world #Throwback https://t.co/3evCQMjvS2
Virat Kohli,"Engine Ke Deewane trust Valvoline to solve all engine problems. 👍🏻

Join Valvoline in celebrating the love for engi… https://t.co/amAWFUetM8"
Virat Kohli,Time flies. Forever grateful 🇮🇳 https://t.co/vszTMGAPfr
Virat Kohli,@vkfofficial @nagalsumit Way to go @nagalsumit  👍🏻
Virat Kohli,video credit- @StarSportsIndia @ICC
Virat Kohli,"..He called &amp; I put my head down and ran! 

Mutual respect and understanding isn't a thing of chance, it develops n… https://t.co/tqMF7mK1l4"
Virat Kohli,...The second one is about the kind of trust &amp; chemistry we had over the years while batting together. In this mome… https://t.co/iW7zWNohpJ
Virat Kohli,"Thank you for these moments skip.

I couldn't explain the mutual trust, respect and understanding we share better t… https://t.co/rF6drZQXHA"
Virat Kohli,Shocked to hear about the passing of Shri. Chetan Chauhan ji. May his soul rest in peace and my thoughts and prayers are with his family. 🙏
Virat Kohli,Congratulations on a top career Bhavesh. Goodluck with everything ahead 😊👍 @ImRaina
Virat Kohli,"but the mutual respect and warmth I've received from you will always stay in mine. The world has seen achievements,… https://t.co/66wLvZN0w2"
Virat Kohli,"Every cricketer has to end his journey one day, but still when someone you've gotten to know so closely announces t… https://t.co/OC64wsGZdw"
Virat Kohli,All the best @nagalsumit 🙌 https://t.co/mN2smJQm9L
Virat Kohli,Wishing everyone a Happy Independence Day! 🇮🇳 God bless our great nation and its countrymen especially the ones who… https://t.co/f2Bf1naRoV
Virat Kohli,"Best wishes to everyone on the auspicious occasion of Janmashtami. May you be blessed with peace, love, happiness and prosperity.🙏"
Virat Kohli,"It's here, it's yellow and it's Phenominion! 😀

Guys, I’m so excited to announce the Wrogn x Minions collection. I… https://t.co/XaevXS9OUJ"
Virat Kohli,Loyalty above everything. Can't wait for what's to come. 🕘 https://t.co/TXm5k2xYzV
Virat Kohli,🏋🏻 @one8world https://t.co/WnwVu4KtrA
Virat Kohli,Praying for those who have been affected by the aircraft accident in Kozhikode. Deepest condolences to the loved on… https://t.co/uvnmjAbNEY
Virat Kohli,Wear your vibe with #one8fragrances.🕴️Get them on #FlipkartBigSavingDays from 6th to 11th of August!… https://t.co/zqSMugeAvZ
Virat Kohli,Heartbreaking and shocking. My thoughts and prayers are with the people of Lebanon.🙏🇱🇧
Virat Kohli,⏳🕘 https://t.co/nGDI2tDq8p
Virat Kohli,Wishing a very joyous Eid Al Adha to those celebrating! Let's celebrate this day by spreading love and happiness. 🙏🏼😇 #EidMubarak
Virat Kohli,"If you're true to yourself, you won't fear anything. https://t.co/RIviWeH5tt"
Virat Kohli,"#WeAreTogetherForAssamAndBihar

Our countrymen need us in these troubled times. Let's do our part in helping them.… https://t.co/7oWHf56XWL"
Virat Kohli,https://t.co/lldwXjq52v
Virat Kohli,Throwback to when you could just climb up a tree and chill 🤙😃 https://t.co/WsEh1Av19m
Virat Kohli,😉👌👍 #Throwback https://t.co/suQGlaYti7
Virat Kohli,Saluting the valour and courage of our brave hearts of the Indian Armed Forces who laid down their lives fighting f… https://t.co/0qNeW7ioRK
Virat Kohli,"An electrifying catch ⚡ ⚡ ⚡, this shoe is dialed 🆙 to turn the match on its head #one8 @pumacricket https://t.co/TUhLd5J9mD"
Virat Kohli,Animal endangerment is a pressing issue and I know it bothers all of us! How ‘bout we wear our cause and wear it wi… https://t.co/oCymBqehtf
Virat Kohli,🌅 https://t.co/xwR5YJ7Xty
Virat Kohli,Many happy returns of the day @coach_rsridhar. God bless and have a great day ahead.🙏
Virat Kohli,"RT @GoogleIndia: The Captain's excited to meet you, and we hope you are too! Get your kids to finish their assignments on time to win a vir…"
Virat Kohli,Keep MUVING 🏃 @MuveAcoustics https://t.co/TYFYGNnXv6
Virat Kohli,Wow @windiescricket what a win. Top display of test cricket.
Virat Kohli,Happy birthday dada. God bless you 😇 @SGanguly99 https://t.co/Y5knMuTpci
Virat Kohli,P.S-  these are the new picture norms with social distancing 🤙😎
Virat Kohli,A kind neighbour who lives 500 m away from us brought us some home made neer dosas and made us smile. A big Thank y… https://t.co/sJo2MPGIL9
Virat Kohli,Happy b'day Mahi bhai. Wish you good health and happiness always. God bless you 🙏😃 https://t.co/i9zR4Zb5A3
Virat Kohli,Wishing you a very Happy Birthday Bhajju Paa @harbhajan_singh. May God bless you with good health and happiness. Have a great year ahead. 😊🎂
Virat Kohli,Not just today but everyday we should celebrate the spirit of our doctors and health care workers. Thank you for yo… https://t.co/H0aIusVKtW
Virat Kohli,(2/2)..anything is possible if we put our mind to it because we committed to doing something which seemed very diff… https://t.co/L53N8wuvq1
Virat Kohli,(1/2) Throwback to this very special and important test in our journey as the test team that we are today. Adelaide… https://t.co/qZdDkDSvPv
Virat Kohli,"Do try this at home! 😄 
https://t.co/s5ECbTCmnJ #one8Fragrances https://t.co/JZCYzH6Fmu"
Virat Kohli,"Loved this moving story told in a brilliant way. Bhai behen on fire @AnushkaSharma #KarneshSharma 😃❤️. Out now, ple… https://t.co/cwthyDtWDj"
Virat Kohli,Nothing comes close to playing an intense game in whites. What a blessing to be able to play test cricket for India… https://t.co/lMtO4d1Seq
Virat Kohli,Here's what I'm doing when I'm not training. Gaming on the MPL App! 🤓 Play all your favourites out of more than 40… https://t.co/xW2Dx10L2Y
Virat Kohli,Throwback to when you could go to such beautiful spots in nature. Just to be able to sit together and just soak it… https://t.co/Gxm529XvoA
Virat Kohli,"We've lost a legend in Rajinder Goel Ji. Him being the highest wicket-taker in the history of Ranji Trophy, speaks… https://t.co/1dddYpHhAI"
Virat Kohli,"This father's day, I urge you all to be grateful for the love of your father but always look for your own path to m… https://t.co/MFrtF7Ssdd"
Virat Kohli,Great weather in Mumbai. Sitting out enjoying the beginning of my first proper experience of Mumbai monsoon. Couldn… https://t.co/Da3Shzm64P
Virat Kohli,Salute and deepest respect to the soldiers who sacrificed their lives to protect our country in the Galwan Valley.… https://t.co/kwARGZRZHv
Virat Kohli,Shocked to hear about Sushant Singh Rajput. This is so difficult to process. May his soul RIP and may god give all… https://t.co/nLoBAVY0LG
Virat Kohli,💭 https://t.co/e9spjDYkeG
Virat Kohli,Don't be scared to be wrogn. 👊 https://t.co/9rrWmDJynE
Virat Kohli,Caption this! 💭 https://t.co/YPBeTO5y2g
Virat Kohli,Wishing you a very Happy Birthday Jinx and a great year ahead. @ajinkyarahane88 🎂
Virat Kohli,Appalled to hear about what happened in Kerala. Let's treat our animals with love and bring an end to these cowardl… https://t.co/kkW6EAP2nB
Virat Kohli,"RT @mybmc: DOs and DONTs for Mumbaikars to take on Cyclone Nisarga.

Dial 1916 and Press 4 for any cyclone related query or concern.

#BMCN…"
Virat Kohli,Many happy returns of the day @DineshKarthik 🎂 May this year bring you loads of happiness and success.
Virat Kohli,Many seem confident but only few are brave. Happy birthday Ravi bhai. God bless 👍👏😊 . #throwback https://t.co/fId9yMB3IH
Virat Kohli,Sending my best wishes to everyone celebrating Eid. Wishing good health and happiness to all of you and your families. 🙏🏼😇 #EidMubarak
Virat Kohli,"Saddened to hear about the passing of the legend, Balbir Singh Sr. My thoughts and prayers go out to his family in… https://t.co/lMjDolMDQ5"
Virat Kohli,Throwback 👀 https://t.co/rMc6WO5S3T
Virat Kohli,Love our chats. Good man. https://t.co/LOG62xQslM
Virat Kohli,My thoughts and prayers go out to everyone affected by #CycloneAmphan in Odisha and West Bengal. May God protect ev… https://t.co/9DQxguh6ux
Virat Kohli,No need to look back. As we move only one way - AHEAD. https://t.co/EVP74qPV41
Virat Kohli,"Having watched the whole season of PAATAL LOK a while ago, I knew it's a masterpiece of story telling, screenplay a… https://t.co/2cl763MUyz"
Virat Kohli,The perks of being married to the producer of this amazing show means I saw it weeks ago 😜 and I absolutely loved i… https://t.co/RKYeBqkn33
Virat Kohli,Putting in the work is a way of life and not a requirement of profession. Choice is yours. https://t.co/oymi2a5plw
Virat Kohli,"RT @IPS_Association: A hotspot in Tamilnadu, Erode District, under the able leadership of Collector C. Kathiravan and SP S.Sakti Ganesan #I…"
Virat Kohli,"Thank you for your selfless service, dedication, compassion and kindness during such challenging times and otherwis… https://t.co/WC0AXLtTwd"
Virat Kohli,"Maharashtra Police has stood by citizens through calamities, attacks &amp; disasters. Today as they lead the war agains… https://t.co/AgU7hIJXW8"
Virat Kohli,Happy mother's day ❤️❤️ https://t.co/DWsZLcYJFe
Virat Kohli,"Throwback To the soft winds , rustle of trees , touch of that winter snow .... All things we are eternally grateful… https://t.co/wkDABPYplg"
Virat Kohli,🌅 https://t.co/Hu2jUWtdDV
Virat Kohli,My condolences to the families who lost their loved ones in the #VizagGasLeak. Praying for everyone affected and re… https://t.co/zrJMfZxe4k
Virat Kohli,Rest in peace my Bruno. Graced our lives with love for 11 years but made a connection of a lifetime. Gone to a bett… https://t.co/l7hagC0zfi
Virat Kohli,First session after lockdown be like 👀 @cheteshwar1 I hope you will go for the ball pujji 😜😜 https://t.co/5DAGgpzbbw
Virat Kohli,"RT @NCWIndia: NCW👉TASK-FORCE to help Old-Age &amp; Elderly Members, those in need of support during the #Covid19India #Lockdown21  

📩Write to…"
Virat Kohli,"All of you support us with such fervour when we play for the nation. But now the nation needs you, me, all of us to… https://t.co/O9JEYkJmh2"
Virat Kohli,Those who don't forget their duty in any circumstances are true heroes. Their sacrifices must not be forgotten. I b… https://t.co/c4n8zQ8E41
Virat Kohli,"#IFORINDIA, the concert for our times. 3rd May, 7:30pm IST. Watch it LIVE worldwide on Facebook. 100% of proceeds g… https://t.co/3FLmqfc32y"
Virat Kohli,You my love bring light into this world. And you light up my world everyday. I love you ❤️ https://t.co/nhYYr0CjDs
Virat Kohli,Happy B'day Rohit @ImRo45. God bless you with good health and happiness and many more elegant innings. Stay safe stay healthy.
Virat Kohli,This is unreal and unbelievable. Yesterday Irrfan Khan and today Rishi Kapoor ji. It's hard to accept this as a leg… https://t.co/t0FXxOSEFw
Virat Kohli,Saddened to hear about the passing of Irrfan Khan. What a phenomenal talent and dearly touched everyone's heart wit… https://t.co/krGIcwqFXU
Virat Kohli,This Tweet from @imVkohli has been withheld in: United States.
Virat Kohli,"RT @shreevats1: If you are reading this and you’re guilty of one of the following;
1.spiting &amp; urinating on the roads
2.littering the stree…"
Virat Kohli,RT @shreevats1: I request everyone once the lockdown is over please contribute to our environment quit one bad thing you do the most Reflec…
Virat Kohli,Happy birthday to the man whose passion for the game of cricket has inspired many. Wishing you an amazing year ahea… https://t.co/7NFBXl2stg
Virat Kohli,"Let's Unite to Ignite the Fire in their homes… Again. 🙏🏼

@narendramodi @CMOMaharashtra @mybmc @AUThackeray… https://t.co/OQ4NjPaHSu"
Virat Kohli,"Dreams have the power to battle all odds! Excited to share our story and the lessons life has taught us, with you,… https://t.co/RoNu5xvhAo"
Virat Kohli,"RT @CMOMaharashtra: अगर आपके घर में घरेलू हिंसा होती है, #Dial100

अगर आपके पड़ोस में आपको घरेलू हिंसा होती दिखे, #Dial100

अगर आप खुद घरे…"
Virat Kohli,"RT @CMOMaharashtra: आपल्या घरात घरगुती हिंसाचार होत असेल, #Dial100

शेजारच्या घरात हिंसाचार होत असेल, #Dial100

तुम्ही स्वतः घरगुती हिंसाचा…"
Virat Kohli,"If you have been a victim, witness or a survivor of the domestic violence, please report. 🙏🏼… https://t.co/2s2JnnIVAa"
Virat Kohli,🙏🏼 https://t.co/gilGoJyxOr
Virat Kohli,"While we're all indoors, it's extremely important to do stuff that makes you feel good. Staying well groomed is one… https://t.co/WVLGDkPXaa"
Virat Kohli,We salute all the frontline heroes and YOU for Playing Bold in the fight against COVID-19. Take social distancing s… https://t.co/rVWZuSKawr
Virat Kohli,Knowledge of what truly matters in life is a blessing. https://t.co/Wxm05vGZFd
Virat Kohli,👏🏼👏🏼👏🏼 https://t.co/q8LsW719P2
Virat Kohli,RT @DelhiPolice: Thanking you @imVkohli for your kind words of encouragement and support. In this fight against #COVID19 we are leaving no…
Virat Kohli,RT @vkfofficial: 👏👏
Virat Kohli,"RT @narendramodi: देशवासियों की यही वो भावना है, जो कोरोना महामारी के समय सबसे बड़ा संबल है। #IndiaFightsCorona"
Virat Kohli,A prayer in unity does make a difference. Pray for every being and stand together 🙏 https://t.co/EcmiX7EcoA
Virat Kohli,"The power of the stadium is in its fans.
The spirit of India is in its people.

Tonight 9pm for 9min

Let’s show th… https://t.co/ASlay9Klnk"
Virat Kohli,Our smiles maybe fake but we are not 🐒😜 #StayHome #stayhealthy #staysafe https://t.co/U3rVme12XV
Virat Kohli,Tomorrow at 7 PM IST my good friend @KP24 and I are going live on Instagram. Tune in to catch us chatting about wha… https://t.co/HKvM22bJux
Virat Kohli,Anushka and I are pledging our support towards PM-CARES Fund &amp; the Chief Minister's Relief Fund (Maharashtra). Our… https://t.co/GpPZZYIR51
Virat Kohli,Please wake up to the reality and seriousness of the situation and take responsibility. The nation needs our suppor… https://t.co/ip0EijvdXx
Virat Kohli,@TajHotels 👏👏👏 https://t.co/iRFhmXA6Ec
Virat Kohli,RT @opsinghips: #Lockdown21 is for physical distancing of infecting people  - 1 infected by #corona infects 2.5 in 5 days and 406 in 30 day…
Virat Kohli,These are testing times and we need to wake up to the seriousness of this situation. Please let us all follow what'… https://t.co/8nlhTa9zjH
Virat Kohli,"RT @narendramodi: By converging around shops, you are risking the spread of COVID-19.

No panic buying please.

Please stay indoors. 

I re…"
Virat Kohli,"RT @narendramodi: My fellow citizens, 

THERE IS ABSOLUTELY NO NEED TO PANIC.

Essential commodities, medicines etc. would be available. Ce…"
Virat Kohli,"जै‌‍‍‌‌‍‌से कि हमारे माननीय प्रधान मंत्री, श्री @NarendraModi जी ने अभी घोषणा की, पूरा देश अगले 21 दिनों के लिए आज… https://t.co/ZKpYk1hUzz"
Virat Kohli,"As our Honourable Prime Minister, Shri @NarendraModi ji just announced, the whole country is going into a lockdown… https://t.co/5V0XjH1Pqo"
Virat Kohli,The need of the hour is to absolutely respect and follow the government's directive. Stay home. Stay safe. Stay hea… https://t.co/D0IxoA1D5i
Virat Kohli,"Also, special mention to all the medical professionals in the country and around the globe for all the efforts bein… https://t.co/lwP3xHn6nL"
Virat Kohli,"Be alert, attentive and aware to combat the threat posed by the Covid 19. We, as responsible citizens, need to adhe… https://t.co/8LvP4l7wu2"
Virat Kohli,"Let's stay strong and fight the #COVID19 outbreak by taking all precautionary measures. Stay safe, be vigilant and… https://t.co/TCveQZ2WSG"
Virat Kohli,Stay true to the man in the mirror. https://t.co/ln3PxjSYtX
Virat Kohli,Wishing everyone a joyful and a safe Holi. May the festivities bring a lot of colors to your life. 😇 #HappyHoli
Virat Kohli,@ABdeVilliers17 ???
Virat Kohli,@ABdeVilliers17 🛋️📺
Virat Kohli,Proud of all the efforts put in by the Indian Women's Cricket Team throughout their #T20WorldCup campaign. I'm conf… https://t.co/7387yDbHAi
Virat Kohli,"Are you ready for the #iQOO challenge? 
Think you can do better than this? Then:
1️⃣ Share your video with… https://t.co/4MzB9zHKN7"
Virat Kohli,Gaurs! It's time to rise! Wishing @FCGoaOfficial and the fans all the best for the semi-final today. We are one ste… https://t.co/wI0O51f7Yx
Virat Kohli,"Happy birthday, Sir @ivivianrichards. Wishing you good health and happiness. Have a great year ahead. 🎂"
Virat Kohli,Change is the only constant 🙌🏼 https://t.co/ru47WRhB5F
Virat Kohli,Congratulations to the Indian Women's team on qualifying for the @T20WorldCup final. We are proud of you girls and… https://t.co/cXOohnLwos
Virat Kohli,Big ups to the Gaurs on becoming the first-ever Indian club to qualify for the AFC Champions League group stage and… https://t.co/2cd0vfxPU1
Virat Kohli,Good session out in the middle 💪💪  #NZvIND https://t.co/AdjtWSX2em
Virat Kohli,"RT @BCCI: #MoteraStadium  
Ahmedabad, India 🇮🇳
Seating capacity of more than 1,10,000
World's largest #Cricket stadium https://t.co/FKUhhS0…"
Virat Kohli,Congratulations Sachin paaji on being honoured with the prestigious Laureus Sporting Moment Award. A great achievem… https://t.co/UF2lJi8Bm4
Virat Kohli,"Happy bday brother. Wish you all the happiness and good health and lots of love to the family. See you soon 💪😃
@ABdeVilliers17"
Virat Kohli,Naya post Sundar dost 🤪 https://t.co/2ZQ9R9IeSB
Virat Kohli,😻 https://t.co/gDvhgEAqeS
Virat Kohli,LOGO ka kaam hai kehna. 😄 Thrilled to see our new @rcbtweets logo. It embodies the Bold pride and challenger spirit… https://t.co/5Mr5u4TKlQ
Virat Kohli,"Posts disappear and the captain isn’t informed. 😨 @rcbtweets, let me know if you need any help."
Virat Kohli,"A friend, teammate, mentor and icon. Let's all come together and vote for @sachin_rt paaji for the Laureus Sporting… https://t.co/bxhoxnsMHO"
Virat Kohli,"Sending my best wishes to the Indian U19 Cricket Team ahead of their World Cup final. The nation is behind you, bri… https://t.co/uAqUgfXKXN"
Virat Kohli,😇 https://t.co/o2wrmAwvul
Virat Kohli,"Proud, historic, ecstatic; everything was this moment. 😇 #JaiHind 🇮🇳 https://t.co/btPtkPB6oO"
Virat Kohli,Rising up to every challenge. What a game! 💯 👊🇮🇳 #NZvIND https://t.co/5kUSbD3P4m
Virat Kohli,Life is a blessing. 😇 https://t.co/5MWTmUxWeA
Virat Kohli,That's how we do it! 💪🏼💪🏼💪🏼 #NZvIND https://t.co/Ej97E0ciLJ
Virat Kohli,Stronger together. 🙌🏼 Happy Republic Day to all of us. Jai Hind 🇮🇳 https://t.co/HRP8fQ27XS
Virat Kohli,Your love and support has made this such a  memorable journey. As we draw towards the #seasonfinale of @TheSuperV t… https://t.co/I9qFRPtj34
Virat Kohli,Cracker of a game! 👊🏼 Good win boys. 👏🏼😎 @BCCI https://t.co/khWF2q2598
Virat Kohli,"Stylish, elegant and classy. An absolute beast the Audi Q8 😎👌Glad to be a part of the launch with Mr Balbir Singh D… https://t.co/ByyjaICrXO"
Virat Kohli,Top team gym session and a good meal out in beautiful Auckland 👌👌 @im_manishpandey @imjadeja @klrahul11 https://t.co/nAuA1ro58h
Virat Kohli,Touchdown Auckland. Let’s go 🇮🇳 @imShard @ShreyasIyer15 https://t.co/8Lo2c1usmM
Virat Kohli,👊🏼👊🏼👊🏼 https://t.co/ot4qLbfkvM
Virat Kohli,Soaring High 🏆🇮🇳💙 #IndvAus https://t.co/Zjo3mReSWD
Virat Kohli,"Excited to reveal Blends, the latest EDT range of perfume by #one8Fragrances. 🥳 A scent you just can't miss. 😎 Go,… https://t.co/7sLbCpi1Uv"
Virat Kohli,👊🏼👊🏼👊🏼 #INDvAUS https://t.co/JWMMgFGQpd
Virat Kohli,"#Repost @BCCI
・・・
Focus goals? 🎯🎯
Ask the Skip! 👌🏻👌🏻 #TeamIndia #INDvAUS https://t.co/ouzENc2YfG"
Virat Kohli,Hold your ground 🤜 #one8 https://t.co/yXBRniOcmr
Virat Kohli,Way to go! 💪🏼💪🏼💪🏼 #strongertogether https://t.co/hUmMbcdQRm
Virat Kohli,Ball out of the Bowlers hand and Chholle Bhature for a cheat meal deserve the same kind of focus. 👀😄 https://t.co/ctEs96bvQa
Virat Kohli,Pune ✈️✈️ @imjadeja @imShard https://t.co/ZfS9mqPBi6
Virat Kohli,Set to go again 👍🇮🇳 https://t.co/ix9iejzHeg
Virat Kohli,"Started from them flip flops, now we here! 😎😁 @pumacricket https://t.co/pjp6DvXlXM"
Virat Kohli,On point for 2020 ❤️ https://t.co/mBm2ccWVPM
Virat Kohli,No stress about pictures when you’ve got the best photographer taking them for you 😃😍 @AnushkaSharma https://t.co/uK3XO4dFhZ
Virat Kohli,Another feather in the cap for you guys. 👍🏼 Congratulations @HeroMotoCorp on winning the #IMOTY2020 award.… https://t.co/TKd0vM1oIr
Virat Kohli,Congratulations Amitabh Bachchan ji on being conferred the prestigious #DadaSahebPhalkeAward. 💐Through your contrib… https://t.co/SgXL4oodPz
Virat Kohli,❄️⛷😃 https://t.co/H70Vt6DJNn
Virat Kohli,Congratulations to Sakshi Chaudhary on her brilliant performance and being selected for the #OlympicQualifiers 👏@vkfofficial
Virat Kohli,2020 loading 😉 #one8 https://t.co/MtaaO0vDDt
Virat Kohli,Lights. Camera 📸..... #one8 https://t.co/5TtfJ7g0cW
Virat Kohli,"RT @StarSportsIndia: Watch @imVKohli dress up as 🎅 and bring a little Christmas cheer to the kids who cheer our sportspersons on, all year…"
Virat Kohli,Tula maanla re Thakur 👏😎😄 @imShard https://t.co/fw9z3dZ8Zi
Virat Kohli,🏆🏆🏆 https://t.co/J2VldZZ1rE
Virat Kohli,A day off and an afternoon with the boys is exactly what we needed 😃🤙 https://t.co/6K3KLW63iJ
Virat Kohli,"When we stand together as one, nothing can stop us 🇮🇳 https://t.co/tTpoWxM03P"
Virat Kohli,Thanks @DangeRussWilson for this lovely gesture. 👍 A match jersey is always special to have and I'm happy to receiv… https://t.co/AXKr6nNagU
Virat Kohli,Touchdown Chennai 🤙 @imkuldeep18 @imjadeja https://t.co/uWDyrCIi7I
Virat Kohli,Happy bday Paaji. God bless you. 😊 @YUVSTRONG12
Virat Kohli,"Super squad 💯 🇮🇳
Thankyou for the fantastic support 🙌🏼 https://t.co/MuN9JxVWEp"
Virat Kohli,In reality there is only love and nothing else. And when god blesses you with the person who makes you realise that… https://t.co/yKOJ3wWLAm
Virat Kohli,@ivivianrichards Thanks big BOSS. Coming from you means a lot 🙏🏼
Virat Kohli,@SrBachchan Haha love the dialogue Sir. You’re always an inspiration. 🙌🏼
Virat Kohli,Good way to start the series. Lots of positives to take from today's win. 👍#INDvWI https://t.co/UPrUz1fKUK
Virat Kohli,Mood 👌 https://t.co/DjC0Q0SJcL
Virat Kohli,"It's not very often I get to walk into a store. But when I do, I know just what to get 😎
@OceanBeverages @TooYumm… https://t.co/ydIIFnavqy"
Virat Kohli,Hyderabad bound 🛫 @klrahul11 @IamShivamDube https://t.co/39lLI0uNDC
Virat Kohli,Join in on the limitless feeling with @MuveAcoustics! 👊 #IAmLimitless https://t.co/XX4dEemg0M
Virat Kohli,"Congratulations Pandey ji. Wish you both a lifetime of beautiful moments and happiness. God bless you both 😇🙏
@im_manishpandey"
Virat Kohli,📸 https://t.co/6dhcXZpFeH
Virat Kohli,"What happened in Hyderabad is absolutely shameful. 
It's high time we as a society  take charge and put an end to these inhumane tragedies."
Virat Kohli,"A big thank you for the amazing response to @TheSuperV ❤️

Well this is just the start, there is a lot more in stor… https://t.co/hsrzIVObfE"
Virat Kohli,About last night. At the movies with this hottie 😍❤️ @AnushkaSharma https://t.co/VwYCLbieCL
Virat Kohli,Walking together in the journey of life with nothing But love❤ @AnushkaSharma https://t.co/pxq0iZ8Z8A
Virat Kohli,Remembering the bravehearts and the innocent civilians who lost their lives during the 26/11 attacks. Gone but never forgotten.  🙏🇮🇳
Virat Kohli,"Love group conditioning sessions. And when Jaddu is in the group, it’s almost impossible to outrun him 😃👌.… https://t.co/QP987i62t0"
Virat Kohli,"Kolkata you have been amazing. 🙌🏼
Terrific display by the lads. 💪🏼Let's keep the momentum going 🇮🇳 https://t.co/TBrP1fGNKw"
Virat Kohli,"सुपरविलेन नवार ने दिल्ली को खत्म करने का प्लान बना लिया है! क्या @TheSuperV उसे रोक पाएगा?😎
.
 देखिये एपिसोड 4 में… https://t.co/M7ASjvOBkm"
Virat Kohli,Good practice gets you in sync. All set for the historic test ✌️🇮🇳 https://t.co/jsGmSAW0Nm
Virat Kohli,Partners in crime🤝.. Crime : stealing doubles from fielders at the boundary 😃. Guess who 🤔 https://t.co/Gk1x6lBIvm
Virat Kohli,"5 years ago today, something really Wrogn came to life. And since then, everything turned out just right. 🙏🏼😇… https://t.co/LvXv5QLdlx"
Virat Kohli,"Hey guys, I've  got something exciting for you from @remit2india 😎 

Refer your friends now through the links below… https://t.co/zgzgvcD5VJ"
Virat Kohli,"Top notch performance💯
Way to go boys 👌 #INDvBAN https://t.co/frTeHr5DNj"
Virat Kohli,Training done ✔️ Great to be back with the boys 👍 https://t.co/Wq9J6nHMez
Virat Kohli,Happy gurpurab to everyone 🙏😇 https://t.co/YE14bJBtGS
Virat Kohli,"हम सब के अंदर एक सुपर हीरो होता है, देखिये कैसे विराट बना @TheSuperV 😎
.
There is a superhero within all of us 🙌 
C… https://t.co/ZlYeIPPR7E"
Virat Kohli,"Watch me play LIVE in New Zealand. 😎

Follow the steps to participate. Also,10 lucky winners will stand a chance to… https://t.co/ChtNx3t73V"
Virat Kohli,"@PLforIndia Thanks so much @PLforIndia for the effort, special thanks to #RyanGiggs #SadioMane @Mahrez22… https://t.co/qJCUSkUq2L"
Virat Kohli,@pragyanojha Thanks @pragyanojha
Virat Kohli,@SanjanaGanesan Thanks @SanjanaGanesan
Virat Kohli,@KKRiders Thanks @KKRiders  😊
Virat Kohli,@HarshdeepKaur Thank you for the wishes @HarshdeepKaur
Virat Kohli,"When you get a chance to come close to the beauty of nature, thoughts cease and you become one with the moment and… https://t.co/4qicTkgUqK"
Virat Kohli,@SunRisers Thanks @SunRisers  😊
Virat Kohli,@poojabishnoi36 Thanks @poojabishnoi36
Virat Kohli,@lionsdenkxip Thanks @lionsdenkxip 😊
Virat Kohli,@ProfDeano Thank you @ProfDeano
Virat Kohli,@mipaltan Thanks @mipaltan 😊
Virat Kohli,@RajatSharmaLive Thank you Sir
Virat Kohli,@ChennaiIPL Thanks @ChennaiIPL 😊
Virat Kohli,@scottbstyris Thank you for the wishes @scottbstyris
Virat Kohli,@rajasthanroyals @ajinkyarahane88 Thanks @rajasthanroyals  😊
Virat Kohli,@DelhiCapitals Thanks @DelhiCapitals   😊
Virat Kohli,@gauravkapur @OaktreeSport Thanks Sissy
Virat Kohli,@arjunbhatigolf Thanks Arjun
Virat Kohli,@AnujRawat_55 Thanks @AnujRawat_55  😊
Virat Kohli,@MayantiLanger_B Thanks @MayantiLanger_B
Virat Kohli,@rpsingh Thanks RP bhai
Virat Kohli,@AnupamPKher Thank you Sir for the wishes 😊
Virat Kohli,@cricketwallah Thank you Sir
Virat Kohli,@WrestlerSushil Thanks Sushil 😊
Virat Kohli,@ArmaanMalik22 @buntysajdeh Thanks Armaan
Virat Kohli,@poonam_yadav24 Thanks @poonam_yadav24
Virat Kohli,@jatinsapru Thanks @jatinsapru
Virat Kohli,@MRFWorldwide Thanks @MRFWorldwide  😊
Virat Kohli,@ImRaina Thanks Bhavesh
Virat Kohli,@rcbfanarmy Thank you @rcbfanarmy
Virat Kohli,@BoldBrigade @RCBTweets Thanks for the wishes @BoldBrigade ☺️
Virat Kohli,@sportshonours Thank you @sportshonours
Virat Kohli,@cricketaakash Thank u for the wishes Bhaiya!
Virat Kohli,@CoachHesson Thank you @CoachHesson
Virat Kohli,@drharshvardhan @BJP4India @narendramodi @AmitShah @PMOIndia @BJP4Delhi @BJPLive @BCCIdomestic @ICC @JPNadda Thank you Sir for the wishes.
Virat Kohli,@delhi_cricket Thank you @delhi_cricket  😊
Virat Kohli,@BCCI Thank you @BCCI  😊
